Date,Store,Weekly_Sales,Forecasted_Sales,MAPE
2011-11-04,1,1697229.58,1592688.0438469083,2.993534335590305
2011-11-11,1,1594938.89,1568708.569958826,2.993534335590305
2011-11-18,1,1539483.7,1558641.3742061823,2.993534335590305
2011-11-25,1,2033320.66,1987255.2553835013,2.993534335590305
2011-12-02,1,1584083.95,1617267.3622505513,2.993534335590305
2011-12-09,1,1799682.38,1732961.439136348,2.993534335590305
2011-12-16,1,1881176.67,1952758.1688675722,2.993534335590305
2011-12-23,1,2270188.99,2390604.0196720418,2.993534335590305
2011-12-30,1,1497462.72,1438362.5146628635,2.993534335590305
2012-01-06,1,1550369.92,1546645.3969499057,2.993534335590305
2012-01-13,1,1459601.17,1501264.397336439,2.993534335590305
2012-01-20,1,1394393.84,1436718.3456458633,2.993534335590305
2012-01-27,1,1319325.59,1424406.318834934,2.993534335590305
2012-02-03,1,1636339.65,1692612.735988363,2.993534335590305
2012-02-10,1,1802477.43,1734070.819900532,2.993534335590305
2012-02-17,1,1819870.0,1742636.1257740029,2.993534335590305
2012-02-24,1,1539387.83,1526434.152312652,2.993534335590305
2012-03-02,1,1688420.76,1703624.830103551,2.993534335590305
2012-03-09,1,1675431.16,1625524.323632383,2.993534335590305
2012-03-16,1,1677472.78,1651169.8904331764,2.993534335590305
2012-03-23,1,1511068.07,1600367.4783491862,2.993534335590305
2012-03-30,1,1649604.63,1567939.96575479,2.993534335590305
2012-04-06,1,1899676.88,1695844.510086485,2.993534335590305
2012-04-13,1,1621031.7,1637010.8894585643,2.993534335590305
2012-04-20,1,1521577.87,1608332.515174709,2.993534335590305
2012-04-27,1,1468928.37,1511042.1006213308,2.993534335590305
2012-05-04,1,1684519.99,1704716.9514312847,2.993534335590305
2012-05-11,1,1611096.05,1659828.1071253156,2.993534335590305
2012-05-18,1,1595901.87,1495797.1636692027,2.993534335590305
2012-05-25,1,1555444.55,1546987.3806552396,2.993534335590305
2012-06-01,1,1624477.58,1689294.9112061842,2.993534335590305
2012-06-08,1,1697230.96,1645999.0999877856,2.993534335590305
2012-06-15,1,1630607.0,1600655.7723878096,2.993534335590305
2012-06-22,1,1527845.81,1505052.4283642818,2.993534335590305
2012-06-29,1,1540421.49,1569685.263529693,2.993534335590305
2012-07-06,1,1769854.16,1608129.8729052043,2.993534335590305
2012-07-13,1,1527014.04,1542220.6594608547,2.993534335590305
2012-07-20,1,1497954.76,1465073.2186580682,2.993534335590305
2012-07-27,1,1439123.71,1442210.7923914378,2.993534335590305
2012-08-03,1,1631135.79,1690311.8222417128,2.993534335590305
2012-08-10,1,1592409.97,1592904.8112348018,2.993534335590305
2012-08-17,1,1597868.05,1605584.3135478883,2.993534335590305
2012-08-24,1,1494122.38,1530645.7435011456,2.993534335590305
2012-08-31,1,1582083.4,1617468.9484144775,2.993534335590305
2012-09-07,1,1661767.33,1630485.9231537413,2.993534335590305
2012-09-14,1,1517428.87,1590605.4407850562,2.993534335590305
2012-09-21,1,1506126.06,1445530.4155451683,2.993534335590305
2012-09-28,1,1437059.26,1485791.299317986,2.993534335590305
2012-10-05,1,1670785.97,1697186.667034532,2.993534335590305
2012-10-12,1,1573072.81,1565645.2637679086,2.993534335590305
2012-10-19,1,1508068.77,1586317.0389879153,2.993534335590305
2012-10-26,1,1493659.74,1522185.973868931,2.993534335590305
2011-02-11,2,2168041.61,2155649.409996947,2.801449944818523
2011-02-18,2,2080884.82,2080237.1173822142,2.801449944818523
2011-02-25,2,1833511.08,1843803.1898514894,2.801449944818523
2011-03-04,2,1981607.78,1962240.8324131682,2.801449944818523
2011-03-11,2,1879107.31,1933610.9441437856,2.801449944818523
2011-03-18,2,1902557.66,1900133.0669708604,2.801449944818523
2011-03-25,2,1766162.05,1706531.9940999686,2.801449944818523
2011-04-01,2,1800171.36,1970763.3920632326,2.801449944818523
2011-04-08,2,1847552.61,1865029.047406354,2.801449944818523
2011-04-15,2,1856467.84,1766043.4213165536,2.801449944818523
2011-04-22,2,1886339.6,1706794.3613044412,2.801449944818523
2011-04-29,2,1745545.28,1676982.7010372228,2.801449944818523
2011-05-06,2,1837743.6,1898233.399328276,2.801449944818523
2011-05-13,2,1838513.07,1749366.3264609647,2.801449944818523
2011-05-20,2,1688281.86,1759494.4321065592,2.801449944818523
2011-05-27,2,1797732.56,1844239.305884233,2.801449944818523
2011-06-03,2,1933756.21,2007916.8592214184,2.801449944818523
2011-06-10,2,1929153.16,1943485.151785519,2.801449944818523
2011-06-17,2,1953771.99,1918609.9657443692,2.801449944818523
2011-06-24,2,1790925.8,1852132.1932069047,2.801449944818523
2011-07-01,2,1866243.0,1918901.5360250797,2.801449944818523
2011-07-08,2,1853161.99,1793152.6635976536,2.801449944818523
2011-07-15,2,1785187.29,1746667.5705735807,2.801449944818523
2011-07-22,2,1743816.41,1677822.3273724853,2.801449944818523
2011-07-29,2,1680693.06,1706705.0984996306,2.801449944818523
2011-08-05,2,1876704.26,1894386.2273518299,2.801449944818523
2011-08-12,2,1812768.26,1802672.594843454,2.801449944818523
2011-08-19,2,1844094.59,1869720.3279899694,2.801449944818523
2011-08-26,2,1821139.91,1770164.180055395,2.801449944818523
2011-09-02,2,1809119.7,1808837.3902095756,2.801449944818523
2011-09-09,2,1748000.65,1730976.1764900328,2.801449944818523
2011-09-16,2,1691439.52,1680298.7574126786,2.801449944818523
2011-09-23,2,1669299.78,1606691.8490316775,2.801449944818523
2011-09-30,2,1650394.44,1738056.3267050693,2.801449944818523
2011-10-07,2,1837553.43,1845394.3602491543,2.801449944818523
2011-10-14,2,1743882.19,1784264.2180430864,2.801449944818523
2011-10-21,2,1834680.25,1711451.2771719291,2.801449944818523
2011-10-28,2,1769296.25,1771597.513242489,2.801449944818523
2011-11-04,2,1959707.9,1908344.9439891065,2.801449944818523
2011-11-11,2,1920725.15,1886357.826419953,2.801449944818523
2011-11-18,2,1902762.5,1935282.6768875467,2.801449944818523
2011-11-25,2,2614202.3,2608988.144376715,2.801449944818523
2011-12-02,2,1954952.0,1965073.708725766,2.801449944818523
2011-12-09,2,2290549.32,2323238.2061559907,2.801449944818523
2011-12-16,2,2432736.52,2556324.4817724726,2.801449944818523
2011-12-23,2,3224369.8,3376490.2214143244,2.801449944818523
2011-12-30,2,1874226.52,1690938.5267460668,2.801449944818523
2012-01-06,2,1799520.14,1742336.5796739543,2.801449944818523
2012-01-13,2,1744725.48,1740717.6295677985,2.801449944818523
2012-01-20,2,1711769.11,1751585.711646456,2.801449944818523
2012-01-27,2,1660906.14,1697953.6852758336,2.801449944818523
2012-02-03,2,1935299.94,1958938.923304377,2.801449944818523
2012-02-10,2,2103322.68,2199040.6186570777,2.801449944818523
2012-02-17,2,2196688.46,2079517.172218575,2.801449944818523
2012-02-24,2,1861802.7,1835536.8303810554,2.801449944818523
2012-03-02,2,1952555.66,2006507.505826272,2.801449944818523
2012-03-09,2,1937628.26,1917329.320709891,2.801449944818523
2012-03-16,2,1976082.13,1934677.2994314632,2.801449944818523
2012-03-23,2,1790439.16,1790522.3624585022,2.801449944818523
2012-03-30,2,1857480.84,1830286.1448654493,2.801449944818523
2012-04-06,2,2129035.91,1904294.8175529628,2.801449944818523
2012-04-13,2,1935869.1,1914023.9867779477,2.801449944818523
2012-04-20,2,1847344.45,1954867.3429176644,2.801449944818523
2012-04-27,2,1764133.09,1823079.6083073157,2.801449944818523
2012-05-04,2,1923957.09,1945460.0377786013,2.801449944818523
2012-05-11,2,1917520.99,1931807.630802641,2.801449944818523
2012-05-18,2,2000940.67,1785425.34887253,2.801449944818523
2012-05-25,2,1912791.09,1877528.6998320185,2.801449944818523
2012-06-01,2,1910092.37,2005855.055614785,2.801449944818523
2012-06-08,2,2010216.49,1996500.3795405163,2.801449944818523
2012-06-15,2,1962924.3,2016625.8258583155,2.801449944818523
2012-06-22,2,1887733.21,1860917.1112616803,2.801449944818523
2012-06-29,2,1881046.12,1923608.0315299972,2.801449944818523
2012-07-06,2,2041507.4,1976704.766043146,2.801449944818523
2012-07-13,2,1830075.13,1901694.9047931319,2.801449944818523
2012-07-20,2,1819666.46,1871747.8305292067,2.801449944818523
2012-07-27,2,1757923.88,1807419.6675133652,2.801449944818523
2012-08-03,2,1946104.64,2005517.6031077355,2.801449944818523
2012-08-10,2,1866719.96,1936889.3481040432,2.801449944818523
2012-08-17,2,1928016.01,1957361.3376222104,2.801449944818523
2012-08-24,2,1876788.15,1916931.319154036,2.801449944818523
2012-08-31,2,1947083.3,1911638.8558610857,2.801449944818523
2012-09-07,2,1898777.07,1862917.181607407,2.801449944818523
2012-09-14,2,1814806.63,1791950.3824967875,2.801449944818523
2012-09-21,2,1829415.67,1767828.2830588517,2.801449944818523
2012-09-28,2,1746470.56,1755184.338021532,2.801449944818523
2012-10-05,2,1998321.04,1942153.989989234,2.801449944818523
2012-10-12,2,1900745.13,1835128.73568578,2.801449944818523
2012-10-19,2,1847990.41,1950819.0559940357,2.801449944818523
2012-10-26,2,1834458.35,1899285.723150092,2.801449944818523
2011-02-11,3,430526.21,439347.32316325465,4.807256775483553
2011-02-18,3,432782.1,432961.84241494304,4.807256775483553
2011-02-25,3,397211.19,415999.0794598731,4.807256775483553
2011-03-04,3,437084.51,407228.602271449,4.807256775483553
2011-03-11,3,404753.3,405746.78768851806,4.807256775483553
2011-03-18,3,392109.51,392748.5956181158,4.807256775483553
2011-03-25,3,380683.67,372919.100888557,4.807256775483553
2011-04-01,3,374556.08,439292.3496375459,4.807256775483553
2011-04-08,3,384075.31,365587.32778240624,4.807256775483553
2011-04-15,3,366250.69,322591.5523201323,4.807256775483553
2011-04-22,3,391860.04,350363.64483444276,4.807256775483553
2011-04-29,3,367405.4,410287.24712528574,4.807256775483553
2011-05-06,3,413042.12,403360.8506714727,4.807256775483553
2011-05-13,3,386312.68,396014.9426385451,4.807256775483553
2011-05-20,3,364603.13,351352.1519826513,4.807256775483553
2011-05-27,3,369350.6,374128.7053990385,4.807256775483553
2011-06-03,3,394507.84,419240.6483264359,4.807256775483553
2011-06-10,3,391638.75,356905.6003245685,4.807256775483553
2011-06-17,3,403423.34,400132.96039736754,4.807256775483553
2011-06-24,3,385520.71,392049.8237356151,4.807256775483553
2011-07-01,3,368962.72,404248.39021382673,4.807256775483553
2011-07-08,3,395146.24,334487.57613252563,4.807256775483553
2011-07-15,3,373454.33,398277.8005903405,4.807256775483553
2011-07-22,3,360617.37,375782.5793197803,4.807256775483553
2011-07-29,3,345381.29,355655.15853085974,4.807256775483553
2011-08-05,3,409981.25,399090.2624008798,4.807256775483553
2011-08-12,3,380376.85,343605.12340053386,4.807256775483553
2011-08-19,3,379716.91,387512.78546414315,4.807256775483553
2011-08-26,3,366367.55,387892.46624511364,4.807256775483553
2011-09-02,3,375988.69,369885.20251521777,4.807256775483553
2011-09-09,3,377347.49,359147.59057576954,4.807256775483553
2011-09-16,3,375629.51,383338.4536953977,4.807256775483553
2011-09-23,3,365248.94,361434.81129289384,4.807256775483553
2011-09-30,3,368477.93,363518.7169218406,4.807256775483553
2011-10-07,3,403342.4,399871.35214911686,4.807256775483553
2011-10-14,3,368282.57,346638.27742241626,4.807256775483553
2011-10-21,3,394976.36,368875.8312060376,4.807256775483553
2011-10-28,3,389540.62,391436.11582977476,4.807256775483553
2011-11-04,3,459443.22,459109.3820786632,4.807256775483553
2011-11-11,3,407764.25,417807.01873880776,4.807256775483553
2011-11-18,3,398838.97,387832.2120518821,4.807256775483553
2011-11-25,3,556925.19,581572.8221388055,4.807256775483553
2011-12-02,3,472511.32,461581.911042647,4.807256775483553
2011-12-09,3,468772.8,452749.3704255082,4.807256775483553
2011-12-16,3,510747.62,492948.910102877,4.807256775483553
2011-12-23,3,551221.21,609689.4783577473,4.807256775483553
2011-12-30,3,410553.88,324929.9730920239,4.807256775483553
2012-01-06,3,398178.21,402444.68906179897,4.807256775483553
2012-01-13,3,367438.62,399523.7278703039,4.807256775483553
2012-01-20,3,365818.61,336307.9796570306,4.807256775483553
2012-01-27,3,349518.1,379129.8800382186,4.807256775483553
2012-02-03,3,424960.66,447920.6950305904,4.807256775483553
2012-02-10,3,473292.47,415710.89194871014,4.807256775483553
2012-02-17,3,475591.08,472299.99387617357,4.807256775483553
2012-02-24,3,418925.47,437622.507176319,4.807256775483553
2012-03-02,3,469752.56,452009.50573969766,4.807256775483553
2012-03-09,3,445162.05,430516.8403441797,4.807256775483553
2012-03-16,3,411775.8,429333.4573676655,4.807256775483553
2012-03-23,3,413907.25,399379.5616069535,4.807256775483553
2012-03-30,3,407488.84,406241.80881916516,4.807256775483553
2012-04-06,3,503232.13,413742.31507143955,4.807256775483553
2012-04-13,3,420789.74,476660.54506555473,4.807256775483553
2012-04-20,3,434822.13,441152.73817917815,4.807256775483553
2012-04-27,3,394616.11,405403.45779950137,4.807256775483553
2012-05-04,3,439913.57,433850.1522607995,4.807256775483553
2012-05-11,3,431985.36,406427.0629432338,4.807256775483553
2012-05-18,3,418112.76,400614.5792406396,4.807256775483553
2012-05-25,3,413701.29,416230.46206423116,4.807256775483553
2012-06-01,3,432268.53,432582.6507643731,4.807256775483553
2012-06-08,3,446336.8,421436.96311934455,4.807256775483553
2012-06-15,3,442074.79,450464.6124090425,4.807256775483553
2012-06-22,3,419497.95,419214.3467085239,4.807256775483553
2012-06-29,3,422965.33,398654.4324339986,4.807256775483553
2012-07-06,3,411206.5,444700.9973318143,4.807256775483553
2012-07-13,3,416913.1,382995.8785454794,4.807256775483553
2012-07-20,3,432424.85,397606.17087227275,4.807256775483553
2012-07-27,3,389427.9,412913.5839052481,4.807256775483553
2012-08-03,3,419990.29,449010.1376662876,4.807256775483553
2012-08-10,3,391811.6,387831.4170775121,4.807256775483553
2012-08-17,3,394918.83,388987.64855976356,4.807256775483553
2012-08-24,3,412449.67,376319.23547900334,4.807256775483553
2012-08-31,3,408838.73,414499.00246679934,4.807256775483553
2012-09-07,3,408229.73,405602.78765465796,4.807256775483553
2012-09-14,3,407589.16,399620.1593805475,4.807256775483553
2012-09-21,3,414392.09,393016.29373760044,4.807256775483553
2012-09-28,3,389813.02,413363.01445241045,4.807256775483553
2012-10-05,3,443557.65,419694.424651792,4.807256775483553
2012-10-12,3,410804.39,401760.7073154399,4.807256775483553
2012-10-19,3,424513.08,429698.095215048,4.807256775483553
2012-10-26,3,405432.7,410599.04395831015,4.807256775483553
2011-02-11,4,2187847.29,2238839.4920181553,4.027304534753239
2011-02-18,4,2316495.56,2077533.6219084042,4.027304534753239
2011-02-25,4,2078094.69,2169453.8055649167,4.027304534753239
2011-03-04,4,2103455.75,2124344.06634857,4.027304534753239
2011-03-11,4,2039818.41,2029697.6730782534,4.027304534753239
2011-03-18,4,2116475.38,2019499.4645355304,4.027304534753239
2011-03-25,4,1944164.32,2047556.9192053534,4.027304534753239
2011-04-01,4,1900246.47,2074013.5657890039,4.027304534753239
2011-04-08,4,2074953.46,1740028.5766148996,4.027304534753239
2011-04-15,4,1960587.76,2102105.8227081653,4.027304534753239
2011-04-22,4,2220600.76,1930500.6498518507,4.027304534753239
2011-04-29,4,1878167.44,2224190.0880015143,4.027304534753239
2011-05-06,4,2063682.76,2040714.3873130223,4.027304534753239
2011-05-13,4,2002362.37,1932879.7820704065,4.027304534753239
2011-05-20,4,2015563.48,2012447.1741613206,4.027304534753239
2011-05-27,4,1986597.95,1966704.0729713272,4.027304534753239
2011-06-03,4,2065377.15,2026687.3470454027,4.027304534753239
2011-06-10,4,2073951.38,2004970.8061441942,4.027304534753239
2011-06-17,4,2141210.62,2129374.8017058135,4.027304534753239
2011-06-24,4,2008344.92,2037018.393305711,4.027304534753239
2011-07-01,4,2051533.53,1990388.698169682,4.027304534753239
2011-07-08,4,2066541.86,1951170.7958279294,4.027304534753239
2011-07-15,4,2049046.95,2161239.4071141495,4.027304534753239
2011-07-22,4,2036231.39,1993832.589423082,4.027304534753239
2011-07-29,4,1989674.07,1974890.0646760832,4.027304534753239
2011-08-05,4,2160057.39,2111564.1898605167,4.027304534753239
2011-08-12,4,2105668.74,2217103.293983751,4.027304534753239
2011-08-19,4,2232892.1,2075653.7871411394,4.027304534753239
2011-08-26,4,1988490.21,2085942.6658431818,4.027304534753239
2011-09-02,4,2078420.31,2050817.6382672295,4.027304534753239
2011-09-09,4,2093139.01,1995504.439884566,4.027304534753239
2011-09-16,4,2075577.33,2135365.090791268,4.027304534753239
2011-09-23,4,2031406.41,1958139.459071177,4.027304534753239
2011-09-30,4,1929486.63,1962152.7613147465,4.027304534753239
2011-10-07,4,2166737.65,2127944.50885127,4.027304534753239
2011-10-14,4,2074548.85,2065440.1478498376,4.027304534753239
2011-10-21,4,2207742.13,2130738.2722935583,4.027304534753239
2011-10-28,4,2151659.59,2196985.096479069,4.027304534753239
2011-11-04,4,2281217.31,2216201.871481824,4.027304534753239
2011-11-11,4,2203028.96,2231289.041599015,4.027304534753239
2011-11-18,4,2243946.59,2311265.254444584,4.027304534753239
2011-11-25,4,3004702.33,2908610.1992790503,4.027304534753239
2011-12-02,4,2180999.26,2275386.8056314425,4.027304534753239
2011-12-09,4,2508955.24,2334591.226687922,4.027304534753239
2011-12-16,4,2771397.17,2930072.3897613236,4.027304534753239
2011-12-23,4,3676388.98,3544758.305925776,4.027304534753239
2011-12-30,4,2007105.86,1941071.7565117115,4.027304534753239
2012-01-06,4,2047766.07,2036699.582604996,4.027304534753239
2012-01-13,4,1941676.61,2059255.7777728825,4.027304534753239
2012-01-20,4,2005097.76,1950745.9635610923,4.027304534753239
2012-01-27,4,1928720.51,1907456.753409667,4.027304534753239
2012-02-03,4,2173373.91,2258309.998276666,4.027304534753239
2012-02-10,4,2374660.64,2205460.0905799624,4.027304534753239
2012-02-17,4,2427640.17,2448118.7222930747,4.027304534753239
2012-02-24,4,2226662.17,2194936.541555577,4.027304534753239
2012-03-02,4,2206319.9,2251901.998109023,4.027304534753239
2012-03-09,4,2202450.81,2103928.973168841,4.027304534753239
2012-03-16,4,2214967.44,2277402.952951528,4.027304534753239
2012-03-23,4,2091592.54,2004906.4386701155,4.027304534753239
2012-03-30,4,2089381.77,1910311.0336907248,4.027304534753239
2012-04-06,4,2470206.13,2292409.214188416,4.027304534753239
2012-04-13,4,2105301.39,2322565.261829791,4.027304534753239
2012-04-20,4,2144336.89,2310646.7872723076,4.027304534753239
2012-04-27,4,2064065.66,1814346.1528332396,4.027304534753239
2012-05-04,4,2196968.33,2220251.494952695,4.027304534753239
2012-05-11,4,2127661.17,2035484.9863207315,4.027304534753239
2012-05-18,4,2207214.81,2109610.165946239,4.027304534753239
2012-05-25,4,2154137.67,2181298.7724286523,4.027304534753239
2012-06-01,4,2179360.94,2196775.3773126816,4.027304534753239
2012-06-08,4,2245257.18,2159640.7568844203,4.027304534753239
2012-06-15,4,2234190.93,2281205.272603811,4.027304534753239
2012-06-22,4,2197299.65,2085914.076828748,4.027304534753239
2012-06-29,4,2128362.92,2122090.508642212,4.027304534753239
2012-07-06,4,2224499.28,2170686.271005353,4.027304534753239
2012-07-13,4,2100252.61,2165691.1396511085,4.027304534753239
2012-07-20,4,2175563.69,2064034.8651350986,4.027304534753239
2012-07-27,4,2048613.65,2109596.735510196,4.027304534753239
2012-08-03,4,2174514.13,2195020.7364952816,4.027304534753239
2012-08-10,4,2193367.69,2119612.8447048175,4.027304534753239
2012-08-17,4,2283540.3,2305477.943855881,4.027304534753239
2012-08-24,4,2125241.68,2005464.2683243277,4.027304534753239
2012-08-31,4,2081181.35,2201393.05320379,4.027304534753239
2012-09-07,4,2125104.72,2105076.566769877,4.027304534753239
2012-09-14,4,2117854.6,2033664.406985657,4.027304534753239
2012-09-21,4,2119438.53,2069305.4988639231,4.027304534753239
2012-09-28,4,2027620.23,1993715.3808095336,4.027304534753239
2012-10-05,4,2209835.43,2137517.284323555,4.027304534753239
2012-10-12,4,2133026.07,2072616.7939538832,4.027304534753239
2012-10-19,4,2097266.85,2241462.7220611926,4.027304534753239
2012-10-26,4,2149594.46,2020451.0412773236,4.027304534753239
2011-02-11,5,311590.54,313431.0799562855,3.7786450722565137
2011-02-18,5,356622.61,320845.34210200043,3.7786450722565137
2011-02-25,5,294659.5,292191.3316747031,3.7786450722565137
2011-03-04,5,329033.66,302375.4000008286,3.7786450722565137
2011-03-11,5,293098.1,300562.1055021588,3.7786450722565137
2011-03-18,5,312177.67,293094.3047196688,3.7786450722565137
2011-03-25,5,294732.5,296477.2354921025,3.7786450722565137
2011-04-01,5,314316.55,335447.6707558286,3.7786450722565137
2011-04-08,5,307333.62,336072.79353100935,3.7786450722565137
2011-04-15,5,307913.58,316809.324217823,3.7786450722565137
2011-04-22,5,328415.44,303385.62606628635,3.7786450722565137
2011-04-29,5,307291.56,315228.2522210314,3.7786450722565137
2011-05-06,5,322904.68,335580.6114305425,3.7786450722565137
2011-05-13,5,290930.01,306405.3110432013,3.7786450722565137
2011-05-20,5,299614.33,304064.12635358924,3.7786450722565137
2011-05-27,5,297149.69,316262.2163428052,3.7786450722565137
2011-06-03,5,329183.92,344446.44698971,3.7786450722565137
2011-06-10,5,304984.14,302503.43184707715,3.7786450722565137
2011-06-17,5,304811.82,320897.48642735573,3.7786450722565137
2011-06-24,5,302881.64,300248.18571989477,3.7786450722565137
2011-07-01,5,327093.89,316234.0133015893,3.7786450722565137
2011-07-08,5,310804.93,304730.2508124344,3.7786450722565137
2011-07-15,5,283248.62,292392.4955307848,3.7786450722565137
2011-07-22,5,292539.73,283192.1473397372,3.7786450722565137
2011-07-29,5,275142.17,282267.8104574483,3.7786450722565137
2011-08-05,5,317738.56,312066.3083913807,3.7786450722565137
2011-08-12,5,289886.16,295711.68404461263,3.7786450722565137
2011-08-19,5,303643.84,294932.09129844524,3.7786450722565137
2011-08-26,5,310338.17,298154.8444248549,3.7786450722565137
2011-09-02,5,315645.53,336418.0213067325,3.7786450722565137
2011-09-09,5,321110.22,310135.52273459337,3.7786450722565137
2011-09-16,5,278529.71,292178.49042150856,3.7786450722565137
2011-09-23,5,291024.98,299699.3095923375,3.7786450722565137
2011-09-30,5,292315.38,304550.28568175837,3.7786450722565137
2011-10-07,5,309111.47,312954.185335215,3.7786450722565137
2011-10-14,5,286117.72,303299.06739127706,3.7786450722565137
2011-10-21,5,306069.18,298914.90948973625,3.7786450722565137
2011-10-28,5,307035.11,296965.08162858384,3.7786450722565137
2011-11-04,5,353652.23,342755.48172033334,3.7786450722565137
2011-11-11,5,311906.7,321198.17869837093,3.7786450722565137
2011-11-18,5,307944.37,327166.7926021676,3.7786450722565137
2011-11-25,5,507900.07,499439.815648253,3.7786450722565137
2011-12-02,5,376225.61,366309.5437774352,3.7786450722565137
2011-12-09,5,367433.77,372894.22187277995,3.7786450722565137
2011-12-16,5,379530.3,392793.11269978364,3.7786450722565137
2011-12-23,5,458562.24,481863.81867286854,3.7786450722565137
2011-12-30,5,349624.88,318355.299687382,3.7786450722565137
2012-01-06,5,312078.71,321421.21502501343,3.7786450722565137
2012-01-13,5,291454.52,300112.25513079326,3.7786450722565137
2012-01-20,5,287523.98,312341.7351366183,3.7786450722565137
2012-01-27,5,295974.22,314398.06411599135,3.7786450722565137
2012-02-03,5,333948.0,366334.4335320711,3.7786450722565137
2012-02-10,5,349239.88,341890.4078432749,3.7786450722565137
2012-02-17,5,356427.98,371027.71022679616,3.7786450722565137
2012-02-24,5,312220.47,311908.5893204489,3.7786450722565137
2012-03-02,5,359206.21,352882.0508929645,3.7786450722565137
2012-03-09,5,347295.6,320504.89748321444,3.7786450722565137
2012-03-16,5,339392.54,338309.74783194467,3.7786450722565137
2012-03-23,5,321299.99,313410.6289998748,3.7786450722565137
2012-03-30,5,331318.73,342268.2078408172,3.7786450722565137
2012-04-06,5,402985.7,331091.22917695646,3.7786450722565137
2012-04-13,5,351832.03,337841.66483566014,3.7786450722565137
2012-04-20,5,330063.06,347515.7085294867,3.7786450722565137
2012-04-27,5,324839.74,324851.2007626742,3.7786450722565137
2012-05-04,5,360932.69,357235.64672767767,3.7786450722565137
2012-05-11,5,333870.52,313136.6898675398,3.7786450722565137
2012-05-18,5,336189.66,326797.76575280563,3.7786450722565137
2012-05-25,5,341994.48,323024.60351278086,3.7786450722565137
2012-06-01,5,359867.8,354355.99571254314,3.7786450722565137
2012-06-08,5,341704.59,330171.7666665493,3.7786450722565137
2012-06-15,5,327383.64,329115.02411898825,3.7786450722565137
2012-06-22,5,325041.68,326218.179510987,3.7786450722565137
2012-06-29,5,329658.1,355308.28950163623,3.7786450722565137
2012-07-06,5,341214.43,334913.09707683744,3.7786450722565137
2012-07-13,5,316203.64,308025.64096819743,3.7786450722565137
2012-07-20,5,321205.12,318946.163562483,3.7786450722565137
2012-07-27,5,306827.36,302241.5842647458,3.7786450722565137
2012-08-03,5,324195.17,344752.7032308996,3.7786450722565137
2012-08-10,5,306759.7,314678.67685260874,3.7786450722565137
2012-08-17,5,314014.18,329484.39113806706,3.7786450722565137
2012-08-24,5,320831.36,328231.97329121403,3.7786450722565137
2012-08-31,5,344642.01,338393.98148786067,3.7786450722565137
2012-09-07,5,350648.91,355799.480690824,3.7786450722565137
2012-09-14,5,299800.67,300390.43162309047,3.7786450722565137
2012-09-21,5,307306.76,312536.44245022,3.7786450722565137
2012-09-28,5,310141.68,316392.85264360835,3.7786450722565137
2012-10-05,5,343048.29,333725.097297161,3.7786450722565137
